ID,class,prob1,prob2
149,1,0.9790223373888537,0.020977662611146343
151,1,0.9965749129074587,0.003425087092541315
152,2,0.4603159930917761,0.5396840069082239
154,2,0.07396208741966674,0.9260379125803333
165,1,0.9744367835208227,0.025563216479177236
166,2,0.08115865521552068,0.9188413447844793
167,2,0.46723144929298166,0.5327685507070185
168,1,0.9743258585809659,0.025674141419034138
169,2,0.15135412765644027,0.8486458723435598
171,2,0.0032784293601799542,0.9967215706398201
172,2,2.657538656188825e-4,0.9997342461343811
173,1,0.89096582651584,0.1090341734841599
176,2,0.42587408805770494,0.5741259119422951
178,1,0.9304404662265637,0.06955953377343616
179,1,0.9894048484305348,0.010595151569465215
180,1,0.9811528878597485,0.018847112140251417
181,2,0.15224743777527391,0.8477525622247261
183,1,0.9797360039359139,0.02026399606408616
185,1,0.9609609310176019,0.039039068982398055
186,2,0.007493011912331903,0.992506988087668
187,1,0.9810092097458301,0.018990790254169884
188,1,0.9857057377228826,0.014294262277117314
192,2,0.39272950100699944,0.6072704989930005
198,1,0.9817209765619733,0.018279023438026634
199,1,0.9829403032132887,0.01705969678671132
201,1,0.9665168514852466,0.033483148514753404
203,2,0.3962301687825974,0.6037698312174027
205,1,0.8696841408809766,0.13031585911902352
206,2,0.03865146174428976,0.9613485382557103
210,1,0.9048746333227339,0.09512536667726618
232,1,0.9327920026135994,0.0672079973864007
234,1,0.9838107946194845,0.016189205380515412
235,2,0.07029556082410679,0.9297044391758931
236,2,0.0055159221732412524,0.9944840778267587
241,1,0.8574578940168727,0.14254210598312742
244,1,0.9541274667460363,0.04587253325396366
246,1,0.9923406326693512,0.007659367330648793
266,2,0.011532452556533186,0.9884675474434669
273,1,0.9462679797520864,0.05373202024791362
274,2,0.15660935293222872,0.8433906470677712
275,1,0.9709530733481689,0.029046926651831076
277,1,0.9454067287346503,0.05459327126534982
288,1,0.9902833128560959,0.009716687143904055
290,1,0.7621546793383348,0.23784532066166522
295,2,0.14103312192840942,0.8589668780715906
296,1,0.9657706819293975,0.03422931807060249
300,1,0.9394157810826633,0.060584218917336605
306,1,0.8688609486308021,0.13113905136919787
307,1,0.9830102955242541,0.016989704475745996
308,2,0.06926810382770997,0.93073189617229
310,2,0.1963207382179382,0.8036792617820617
312,2,0.08836104309916204,0.911638956900838
313,1,0.9484373228842632,0.05156267711573684
322,1,0.7514154091508085,0.24858459084919146
323,1,0.8280970131989617,0.17190298680103827
324,1,0.9700586768988402,0.029941323101159812
325,2,0.022904491070323704,0.9770955089296762
327,1,0.978965984152943,0.02103401584705695
339,2,0.44289610133530677,0.5571038986646932
353,1,0.9592494044146903,0.04075059558530975
354,2,2.631002321566148e-5,0.9999736899767844
355,1,0.9530219041462642,0.04697809585373575
360,1,0.8934450165702283,0.10655498342977175
361,1,0.7360231151142262,0.2639768848857737
371,2,0.40717747496831413,0.5928225250316859
383,2,0.024813620516872234,0.9751863794831277
390,1,0.8946789678470608,0.10532103215293927
392,2,0.313931252828529,0.6860687471714709
394,1,0.8977067358464688,0.10229326415353121
395,1,0.9352089494679812,0.0647910505320188
402,1,0.9875291681308859,0.012470831869114131
403,2,0.3200980227317831,0.679901977268217
407,1,0.8682793065393707,0.13172069346062937
408,1,0.5355473822427246,0.4644526177572755
411,2,0.016239069855874453,0.9837609301441255
414,1,0.625310771652641,0.37468922834735907
419,1,0.9365476575533203,0.06345234244667976
426,1,0.9447274031928224,0.05527259680717752
430,1,0.9969904390443673,0.0030095609556327067
431,2,0.3458306328299143,0.6541693671700857
433,2,0.08243924346134757,0.9175607565386523
434,2,0.009750367077266191,0.9902496329227338
438,1,0.6559765590382329,0.3440234409617672
443,1,0.9385929322576805,0.06140706774231956
444,2,0.1499237445844848,0.8500762554155152
445,1,0.727317971934716,0.2726820280652839
446,2,2.1335427273286883e-4,0.9997866457272672
447,1,0.5561457232634798,0.44385427673652017
449,1,0.9273511541303779,0.07264884586962216
450,2,4.1059249837275686e-5,0.9999589407501628
453,2,0.162633122380352,0.837366877619648
454,1,0.8640394525487,0.13596054745129996
455,2,0.25373613144925183,0.7462638685507481
456,2,0.02598444710445554,0.9740155528955444
457,1,0.9787413399393451,0.021258660060654903
458,1,0.9856740516381983,0.014325948361801679
460,1,0.6060280357174155,0.39397196428258446
463,2,0.012873731812370701,0.9871262681876293
464,2,0.4826168005491114,0.5173831994508886
466,1,0.6961487389315567,0.3038512610684433
468,2,0.02419820051251025,0.9758017994874897
469,1,0.9773018363383187,0.02269816366168138
470,2,0.3486987626173023,0.6513012373826977
471,2,0.24604590061037615,0.7539540993896238
472,1,0.5475212249724054,0.45247877502759465
473,1,0.9450259031741705,0.05497409682582944
474,1,0.7854307309077699,0.21456926909223004
476,1,0.9885961195034781,0.01140388049652196
477,1,0.8946437180245259,0.10535628197547413
478,2,0.10098633089022133,0.8990136691097786
479,1,0.6716349475564996,0.32836505244350045
480,2,0.3351780833094759,0.664821916690524
481,2,0.45326585118553464,0.5467341488144655
483,1,0.9931463408275413,0.006853659172458685
484,1,0.9472783309588655,0.052721669041134546
485,1,0.9323009022003725,0.06769909779962749
486,1,0.5860880802797884,0.4139119197202116
487,1,0.7758635819259951,0.22413641807400492
488,1,0.8055244439163264,0.1944755560836736
489,1,0.9156679632300426,0.08433203676995743
491,1,0.7540683823966193,0.24593161760338073
492,1,0.9434979408595231,0.05650205914047694
495,1,0.8444271631919678,0.1555728368080323
496,1,0.9613539173635974,0.03864608263640249
497,1,0.9536895837696197,0.04631041623038039
498,1,0.8379125693789446,0.16208743062105532
499,1,0.7908798465034095,0.20912015349659058
500,1,0.8432576393896745,0.15674236061032565
501,1,0.9714730317941678,0.028526968205832264
503,1,0.8268721196378317,0.1731278803621682
504,1,0.7390011872745896,0.2609988127254103
505,1,0.6028873139994337,0.3971126860005663
506,1,0.6470006029862208,0.35299939701377925
507,1,0.7248212034447012,0.2751787965552988
509,2,0.015166875296282698,0.9848331247037173
510,1,0.8213256602652358,0.17867433973476415
511,1,0.9233628806375141,0.07663711936248582
512,1,0.9939511696387937,0.006048830361206359
514,1,0.8354495414851278,0.16455045851487216
515,1,0.7610634662433873,0.23893653375661278
518,2,0.06573890828396596,0.934261091716034
521,2,0.02461978390512898,0.975380216094871
522,1,0.8543026579573664,0.14569734204263368
523,1,0.7838664999952212,0.21613350000477882
525,2,0.22030609239693388,0.7796939076030662
526,1,0.8046787282394545,0.19532127176054542
527,1,0.9782341821467542,0.021765817853245842
528,2,0.24642819980888778,0.7535718001911123
529,1,0.9097463000602225,0.09025369993977751
530,2,3.7162168152910135e-7,0.9999996283783185
531,2,0.46654510682050954,0.5334548931794905
532,1,0.9695340506181799,0.030465949381820207
533,2,0.004669044072712561,0.9953309559272874
534,1,0.8841228139405287,0.11587718605947118
535,1,0.9709126944803242,0.02908730551967581
536,1,0.6832036985570985,0.3167963014429016
537,1,0.9830798689006395,0.016920131099360556
538,1,0.9438873303993919,0.05611266960060816
539,1,0.9773523228634072,0.02264767713659277
540,1,0.9681108379672317,0.031889162032768266
541,1,0.9816702413224699,0.01832975867752999
544,2,0.05568312421099708,0.9443168757890028
545,1,0.9567019859325,0.04329801406749998
546,1,0.9795424579041128,0.020457542095887193
547,1,0.8125886088124018,0.18741139118759828
548,1,0.9831233324646281,0.016876667535371953
549,1,0.9823468012815049,0.017653198718495158
550,1,0.8503646877471513,0.1496353122528487
551,2,0.005647965120667075,0.9943520348793329
552,2,0.21071940413809218,0.7892805958619079
555,1,0.9462361049035921,0.053763895096407964
557,2,0.0595196252315523,0.9404803747684476
559,1,0.675431395253778,0.324568604746222
561,1,0.6379331758807195,0.3620668241192805
562,1,0.8906395046856304,0.10936049531436977
563,1,0.9641559359143113,0.035844064085688854
565,1,0.6926626433456676,0.3073373566543323
572,1,0.8516640867730286,0.14833591322697134
575,1,0.9596223280141889,0.04037767198581119
582,2,0.3726227575546963,0.6273772424453037
586,1,0.8748302470933255,0.1251697529066746
589,2,0.10966280403734335,0.8903371959626567
590,1,0.9285660573781791,0.07143394262182089
591,2,0.1953308795130774,0.8046691204869226
593,1,0.9705989182669441,0.029401081733055872
595,2,0.02550314843905632,0.9744968515609437
596,2,0.3505654911236991,0.6494345088763008
597,1,0.9611482665585389,0.038851733441461186
598,1,0.8515730064153251,0.14842699358467493
599,1,0.9929270717675867,0.007072928232413361
600,1,0.9261835584545373,0.07381644154546278
601,1,0.6755063938086285,0.3244936061913715
602,1,0.8777080318697003,0.12229196813029986
603,2,0.42892066390639416,0.5710793360936057
617,1,0.9759650134972829,0.024034986502717084
618,1,0.9772177581564775,0.02278224184352254
619,1,0.6819602841735445,0.31803971582645557
621,1,0.9604638869083493,0.039536113091650706
622,1,0.9283587959138512,0.07164120408614884
623,1,0.9326391338597038,0.0673608661402962
627,1,0.6455743519891088,0.3544256480108912
629,1,0.9706856373060022,0.02931436269399785
630,1,0.8032937070680105,0.19670629293198957
631,2,0.08315356807718524,0.9168464319228148
633,1,0.5669983770553133,0.43300162294468675
634,2,0.11356411431643738,0.8864358856835626
637,2,0.018746161050502516,0.9812538389494975
640,1,0.7221949769600743,0.2778050230399258
642,1,0.7973054745056523,0.20269452549434774
643,1,0.9636134282266966,0.0363865717733034
645,1,0.9679707709086807,0.03202922909131932
647,1,0.8744413571092019,0.12555864289079807
648,1,0.972926999173222,0.02707300082677801
649,1,0.950423242004165,0.049576757995835066
651,2,0.04748472042301293,0.952515279576987
654,1,0.9641077561530903,0.03589224384690962
655,1,0.7826650348288493,0.21733496517115083
657,1,0.966710868301959,0.03328913169804111
658,1,0.9908448302699576,0.009155169730042448
659,1,0.9405961145318673,0.059403885468132696
665,1,0.9159440938377629,0.08405590616223711
668,1,0.9761217870157275,0.02387821298427245
671,1,0.8907164486310389,0.10928355136896115
672,1,0.9939700567043658,0.0060299432956341945
673,1,0.9886776131428503,0.011322386857149749
674,1,0.9039200335198249,0.09607996648017512
675,2,0.4811753284165879,0.5188246715834122
676,1,0.9892860669847351,0.010713933015264918
677,1,0.9903527203414846,0.009647279658515423
678,1,0.8557670899201456,0.14423291007985437
679,1,0.9591465341241261,0.04085346587587393
681,2,5.031484783748969e-5,0.9999496851521625
682,1,0.9928452328560017,0.007154767143998307
683,1,0.9779084703504753,0.022091529649524596
684,1,0.9644578933608692,0.03554210663913076
685,2,0.30782607095557585,0.6921739290444242
686,1,0.9943585675377749,0.005641432462225179
688,1,0.7123942829055785,0.2876057170944215
689,1,0.990900594004616,0.009099405995383886
690,1,0.9830650860408631,0.016934913959136915
691,1,0.8209942360499125,0.17900576395008747
693,2,0.29533429301503494,0.704665706984965
694,1,0.9904997426362746,0.009500257363725279
699,1,0.9699163154214082,0.030083684578591764
700,2,0.007526464848481517,0.9924735351515185
703,1,0.99031428352784,0.00968571647215992
705,1,0.9788987996652917,0.02110120033470843
706,1,0.7117541228313802,0.2882458771686198
707,1,0.9796162061496791,0.02038379385032082
708,1,0.7777370649887272,0.22226293501127284
709,1,0.9684964961730967,0.0315035038269033
713,1,0.9510834929604286,0.04891650703957143
714,1,0.8858040109187464,0.11419598908125363
715,2,0.03369042600084696,0.966309573999153
717,1,0.9337430626994819,0.06625693730051803
719,1,0.5934820290310561,0.40651797096894393
723,1,0.948286174858742,0.05171382514125802
727,1,0.839376296625521,0.1606237033744789
728,1,0.6915432411489054,0.3084567588510945
731,1,0.9696468654563472,0.030353134543652786
735,2,0.002577806104901142,0.9974221938950988
741,2,0.3624660802765074,0.6375339197234926
744,1,0.9683279514589818,0.03167204854101816
745,2,0.03584664273472023,0.9641533572652797
749,1,0.9755721238211144,0.024427876178885696
754,1,0.9099372460312614,0.09006275396873865
755,1,0.9634199420699091,0.03658005793009095
767,1,0.9833008525211789,0.016699147478821025
768,1,0.9942263569698353,0.005773643030164649
770,2,0.002600295452461751,0.9973997045475383
773,1,0.8574999663062531,0.14250003369374684
774,1,0.9934886320166058,0.006511367983394312
775,1,0.9618436418080771,0.038156358191922916
776,1,0.9121086696936498,0.0878913303063502
777,1,0.8229343126019446,0.1770656873980554
778,1,0.9926874835595492,0.00731251644045081
779,1,0.912324135442885,0.08767586455711497
782,1,0.9957829012051317,0.004217098794868352
786,1,0.9953564447250678,0.0046435552749322555
790,2,0.44706884884197706,0.5529311511580229
793,1,0.9664408855963259,0.03355911440367414
795,1,0.5132705442171378,0.48672945578286225
798,1,0.9670172745095492,0.03298272549045083
801,1,0.9374669596498234,0.06253304035017661
